"armor","artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","faction","entourage__001","entourage__002","entourage__003","entourage__004","entourage__005","entourage__006","entourage__007","entourage__008","entourage__009","entourage__010","durability","elite","flavor","hideStats","howToEarn","howToEarnGolden","health","id","mechanics__001","mechanics__002","mechanics__003","mechanics__004","multiClassGroup","name","questReward","playRequirements__REQ_CANNOT_PLAY_THIS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_FRIENDLY_MINIONS_OF_RACE_DIED_THIS_GAME","playRequirements__REQ_DRAG_TO_PLAY","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","overload","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_ENEMY_TARGET","race","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_NO_3_COST_CARD_IN_DECK","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playRequirements__REQ_TARGET_WITH_RACE","rarity","referencedTags__001","referencedTags__002","referencedTags__003","referencedTags__004","set","spellDamage","targetingArrowText","text","type"
"","Zoltan Boros","4","HUNTER","","","","True","","3","2634","","","","","","","","","","","","","True","Let's be clear about this:  ACIDMAW is the sidekick.","","","","2","AT_063t","TRIGGER_VISUAL","","","","","Dreadscale","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","LEGENDARY","","","","","TGT","","","At the end of your turn, deal 1 damage to all other minions.","MINION"
"","Dany Orizio","","WARRIOR","","","","True","","3","2729","","","","","","","","","","","","","","You might think bashing doesn't take a lot of practice.  It doesn't.","","","","","AT_064","","","","","","Bash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","COMMON","","","","","TGT","","","Deal $3 damage.\nGain 3 Armor.","SPELL"
"","Michael Franchina","3","WARRIOR","","","","True","","3","2756","","","","","","","","","","","","2","","""King's Attacker"" is a shield.  Funny, huh?","","","","","AT_065","BATTLECRY","","","","","King's Defender","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","TAUNT","","","","TGT","","","<b>Battlecry:</b> If you have a minion with <b>Taunt</b>, gain +1 Durability.","WEAPON"
"","Hideaki Takamura","3","WARRIOR","","","","True","","3","2711","","","","","","","","","","","","","","""Four out of three orcs struggle with math."" - Angry Zurge","","","","3","AT_066","INSPIRE","","","","","Orgrimmar Aspirant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","","","<b>Inspire:</b> Give your weapon +1 Attack.","MINION"
"","Alex Horley Orlandelli","5","WARRIOR","","","","True","","4","2753","","","","","","","","","","","","","","Playing him also gets you into the Magnataur Beta.","","","","3","AT_067","","","","","","Magnataur Alpha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","TGT","","","Also damages the minions next to whomever\nhe attacks.","MINION"
"","Mishi McCaig","","WARRIOR","","","","True","","2","2754","","","","","","","","","","","","","","The best offense is a good defense.","","","","","AT_068","","","","","","Bolster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","TAUNT","","","","TGT","","","Give your <b>Taunt</b> minions +2/+2.","SPELL"
"","Jim Nelson","3","WARRIOR","","","","True","","2","2733","","","","","","","","","","","","","","Come at me, bro.","","","","2","AT_069","BATTLECRY","TAUNT","","","","Sparring Partner","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","","","","","","RARE","","","","","TGT","","Grant <b>Taunt</b>.","<b>Taunt</b>\n<b>Battlecry:</b> Give a\nminion <b>Taunt</b>.","MINION"
"","Alex Horley Orlandelli","4","NEUTRAL","","","","True","","7","2757","","","","","","","","","","","","","True","What's more boss than riding a parrot with a jawbone for a shoulderpad while wielding a giant hook-lance-thing and wearing a pirate hat?  NOTHING.","","","","6","AT_070","CHARGE","","","","","Skycap'n Kragg","","","","","","","","","","","","","","","","","","","","","","","PIRATE","","","","","","","","","","","","","","LEGENDARY","","","","","TGT","","","<b>Charrrrrge</b>\nCosts (1) less for each friendly Pirate.","MINION"
"","Evgeniy Zagumennyy","2","WARRIOR","","","","True","","2","2758","","","","","","","","","","","","","","""Put more spikes on her.  No, more spikes.  What part of 'more spikes' do you not understand?  MORE SPIKES!"" - Alexstrasza","","","","3","AT_071","BATTLECRY","","","","","Alexstrasza's Champion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","CHARGE","","","","TGT","","","<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Charge</b>.","MINION"
"","Wei Wang","7","WARRIOR","","","","True","","10","2760","","","","","","","","","","","","","True","Leader of the Alliance!  Father of Anduin!  Also he likes to play Arena, and he averages 12 wins.","","","","7","AT_072","BATTLECRY","","","","","Varian Wrynn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","TGT","","","<b>Battlecry:</b> Draw 3 cards.\nPut any minions you drew directly into the battlefield.","MINION"
"","Jim Nelson","","PALADIN","","","","True","","1","2648","","","","","","","","","","","","","","Competition can be an inspiration to improve oneself.  Or kill all the competitors.","","","","","AT_073","SECRET","","","","","Competitive Spirit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","TGT","","","<b>Secret:</b> When your turn starts, give your minions +1/+1.","SPELL"
"","Jonboy Meyers","","PALADIN","","","","True","","3","2717","","","","","","","","","","","","","","""Arf! Arf! Arf!"" - Seal of Champions","","","","","AT_074","","","","","","Seal of Champions","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","COMMON","DIVINE_SHIELD","","","","TGT","","","Give a minion\n+3 Attack and <b>Divine Shield</b>.","SPELL"
"","Zoltan & Gabor","2","PALADIN","","","","True","","3","2515","","","","","","","","","","","","","","He doesn't even get Sundays off.  Every day he's hostling.","","","","4","AT_075","AURA","","","","","Warhorse Trainer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","","","Your Silver Hand Recruits have +1 Attack.","MINION"
"","Sam Nielson","3","PALADIN","","","","True","","4","2655","","","","","","","","","","","","","","Hee hee!  Look at his cute little feet.","","","","4","AT_076","INSPIRE","","","","","Murloc Knight","","","","","","","","","","","","","","","","","","","","","","","MURLOC","","","","","","","","","","","","","","COMMON","","","","","TGT","","","<b>Inspire:</b> Summon a random Murloc.","MINION"
"","Joe Wilson","2","PALADIN","","","","True","","2","2720","","","","","","","","","","","","2","","The stripes make it look like a candy cane, but we recommend against licking it.","","","","","AT_077","BATTLECRY","","","","","Argent Lance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","TGT","","","<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, +1 Durability.","WEAPON"
"","Mauricio Herrera","","PALADIN","","","","True","","6","2654","","","","","","","","","","","","","","You have to get past the vendors first.  So many are lost to shopping...","","","","","AT_078","","","","","","Enter the Coliseum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","TGT","","","Destroy all minions except each player's highest Attack minion.","SPELL"
"","Zoltan Boros","6","PALADIN","","","","True","","6","2726","","","","","","","","","","","","","","He may sound surly and antisocial, but he's actually just really shy.","","","","6","AT_079","BATTLECRY","","","","","Mysterious Challenger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","SECRET","","","","TGT","","","<b>Battlecry:</b> Put one of each <b>Secret</b> from your deck into the battlefield.","MINION"
"","Jesper Ejsing","2","NEUTRAL","","","","True","","2","2517","","","","","","","","","","","","","","He'll never admit it, but he pushes you hard because he really cares about you.","","","","3","AT_080","","","","","","Garrison Commander","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","TGT","","","You can use your Hero Power twice a turn.","MINION"
"","James Ryman","3","PALADIN","","","","True","","7","2727","","","","","","","","","","","","","True","Nobody rocks a monocle like Eadric.","","","","7","AT_081","BATTLECRY","","","","","Eadric the Pure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","TGT","","","<b>Battlecry:</b> Change all enemy minions'\nAttack to 1.","MINION"
"","Ron Spears","1","NEUTRAL","","","","True","","1","2486","","","","","","","","","","","","","","But not the lowliest!","","","","2","AT_082","INSPIRE","","","","","Lowly Squire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","","","<b>Inspire:</b> Gain +1 Attack.","MINION"
"","Anton Zemskov","3","NEUTRAL","","","","True","","3","2533","","","","","","","","","","","","","","Check it out.  You can do barrel rolls on this thing.","","","","3","AT_083","INSPIRE","","","","","Dragonhawk Rider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","WINDFURY","","","","TGT","","","<b>Inspire:</b> Gain <b>Windfury</b>\nthis turn.","MINION"
"","Tyson Murphy","1","NEUTRAL","","","","True","","2","2577","","","","","","","","","","","","","","Lance Carrier is an obscure entry level position in orcish armies.  A mystery, since orcs don't generally use lances.","","","","2","AT_084","BATTLECRY","","","","","Lance Carrier","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","","","0","","","","","","COMMON","","","","","TGT","","Give +2 Attack.","<b>Battlecry:</b> Give a friendly minion +2 Attack.","MINION"
"","Froilan Gardner","2","NEUTRAL","","","","True","","4","2488","","","","","","","","","","","","","","Not a good basis for a system of government.","","","","6","AT_085","AURA","","","","","Maiden of the Lake","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","","","Your Hero Power costs (1).","MINION"
"","Greg Staples","4","NEUTRAL","","","","True","","3","2576","","","","","","","","","","","","","","Listen all y'all it's a saboteur!","","","","3","AT_086","BATTLECRY","","","","","Saboteur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","TGT","","","<b>Battlecry:</b> Your opponent's Hero Power costs (5) more next turn.","MINION"
"","Evgeniy Zagumennyy","2","NEUTRAL","","","","True","","3","2490","","","","","","","","","","","","","","His horse's name is Betsy.","","","","1","AT_087","CHARGE","DIVINE_SHIELD","","","","Argent Horserider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","","","<b>Charge</b>\n<b>Divine Shield</b>","MINION"
"","Steve Prescott","8","NEUTRAL","","","","True","","6","2491","","","","","","","","","","","","","","This champion has learned from the best.  Except for his target selection.","","","","5","AT_088","FORGETFUL","TRIGGER_VISUAL","","","","Mogor's Champion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","TGT","","","50% chance to attack the wrong enemy.","MINION"
"","Slawomir Maniak","3","NEUTRAL","","","","True","","2","2495","","","","","","","","","","","","","","Underneath all that impressive armor, he's just skin and bones.  Okay, maybe just bones.","","","","2","AT_089","INSPIRE","","","","","Boneguard Lieutenant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","","","<b>Inspire:</b> Gain +1 Health.","MINION"
"","Andrew Hou","4","NEUTRAL","","","","True","","5","2497","","","","","","","","","","","","","","An elegant gorilla, for a more civilized age.","","","","3","AT_090","INSPIRE","","","","","Mukla's Champion","","","","","","","","","","","","","","","","","","","","","","","BEAST","","","","","","","","","","","","","","COMMON","","","","","TGT","","","<b>Inspire:</b> Give your other minions +1/+1.","MINION"
"","Sean McNally","1","NEUTRAL","","","","True","","4","2575","","","","","","","","","","","","","","The medic tournament is less entertaining than the Grand Tournament.","","","","8","AT_091","INSPIRE","","","","","Tournament Medic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","","","<b>Inspire:</b> Restore 2 Health to your hero.","MINION"
"","Anton Zemskov","5","NEUTRAL","","","","True","","3","2594","","","","","","","","","","","","","","He's a lot cooler than Magma Rager.","","","","2","AT_092","","","","","","Ice Rager","","","","","","","","","","","","","","","","","","","","","","","ELEMENTAL","","","","","","","","","","","","","","COMMON","","","","","TGT","","","","MINION"
"","Matt Dixon","2","NEUTRAL","","","","True","","4","2532","","","","","","","","","","","","","","Ironically, the natural enemy of the snobold is THE CANDLE.","","","","6","AT_093","SPELLPOWER","","","","","Frigid Snobold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","1","","<b>Spell Damage +1</b>","MINION"
"","James Zhang","2","NEUTRAL","","","","True","","2","2580","","","","","","","","","","","","","","At first he liked juggling chain saws, but then he thought, ""Flames are better!  Because FIRE!""","","","","3","AT_094","BATTLECRY","","","","","Flame Juggler","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","","","<b>Battlecry:</b> Deal 1 damage to a random enemy.","MINION"
"","Esad Ribic","2","NEUTRAL","","","","True","","3","2579","","","","","","","","","","","","","","He used to be a librarian.  Old habits die hard.","","","","2","AT_095","DIVINE_SHIELD","STEALTH","","","","Silent Knight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","","","<b>Stealth</b>\n<b>Divine Shield</b>","MINION"
"","Skan Srisuwan","5","NEUTRAL","","","","True","","5","2500","","","","","","","","","","","","","","It takes a lot to wind him up.","","","","5","AT_096","BATTLECRY","","","","","Clockwork Knight","","","","","","","","","","","","","","","","","","","0","","","","MECHANICAL","0","","","","","","","0","","","","","17","COMMON","","","","","TGT","","Give +1/+1.","<b>Battlecry:</b> Give a friendly Mech +1/+1.","MINION"
"","Adam Byrne","2","NEUTRAL","","","","True","","1","2499","","","","","","","","","","","","","","He was so excited to get season tickets to this year's Grand Tournament.  He normally doesn't get them at first and has to buy them from Ogre scalpers.","","","","1","AT_097","TAUNT","","","","","Tournament Attendee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","TGT","","","<b>Taunt</b>","MINION"
